Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
dd07b877-6232-4289-af53-bcc5625205b5,659937,API,Reference,No,No,0,11,462,11.0,SMS Sent,United States,E-COMMERCE,Multiple Sources,Businessman,Quality Education,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Dual Specialization Student,,02.Medium,01.High,15,17,No,No,Modified
255c0f10-9c6b-4916-bd4c-99406c5b9578,659936,Lead Import,Facebook,No,No,0,10,616,10.0,Olark Chat Conversation,Bahrain,"Banking, Investment And Insurance",Multiple Sources,Student,Quality Education,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,,,02.Medium,,12,16,No,Yes,Unreachable
eecae359-7993-46d9-b822-5c9509584b9a,659935,Lead Add Form,YouTube,No,No,1,10,1239,10.0,Had a Phone Conversation,Qatar,Hospitality Management,Student of SomeSchool,,Affordable Fees,No,No,No,No,No,No,No,No,switched off,Worst,No,No,,Other Cities,03.Low,02.Medium,11,12,No,Yes,Email Opened
e86adb2a-4a4c-498a-baf6-48173e44a0bd,659934,API,Email,No,No,1,14,824,14.0,Olark Chat Conversation,,International Business,Reference,,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),High in Relevance,No,No,Dual Specialization Student,,01.High,02.Medium,15,12,No,No,Email Opened
63d0e423-7dc3-446e-8ffa-5486cf808ff8,659933,Lead Add Form,Welingak Website,No,No,0,16,1607,16.0,Had a Phone Conversation,UAE,IT Projects Management,Other,,Affordable Fees,No,No,No,No,No,No,No,No,Already a student,Low in Relevance,No,No,Select,,02.Medium,03.Low,15,9,No,No,Modified
9c62a2fc-506c-4314-a96b-60ca78cbd5d8,659932,Lead Add Form,Organic Search,Yes,No,1,12,1312,1.07,Modified,UAE,Human Resource Management,Multiple Sources,Unemployed,Affordable Fees,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Lateral Student,Other Cities,01.High,01.High,17,15,No,No,Modified
ac8d826f-b406-42be-96b8-8bcc06c746e0,659931,API,Referral Sites,No,No,1,5,1053,5.0,Page Visited on Website,,Healthcare Management,Select,Working Professional,,No,No,No,No,No,No,No,No,number not provided,,No,No,Lateral Student,,02.Medium,03.Low,16,11,No,No,Page Visited on Website
3df3e050-ddd7-4161-8a31-83c9b6e5f47a,659930,Quick Add Form,Referral Sites,No,No,1,6,1599,6.0,Email Opened,Qatar,IT Projects Management,Email,,Flexibility & Convenience,No,No,No,No,No,No,No,No,switched off,High in Relevance,No,No,Other Leads,Other Metro Cities,03.Low,,10,11,No,No,Email Opened
29967bfe-cb6f-41e6-aa15-824462b37bec,659929,Lead Add Form,Email,Yes,No,1,17,1572,3.85,Unsubscribed,United Kingdom,International Business,Student of SomeSchool,Businessman,Affordable Fees,No,No,No,No,No,No,No,No,in touch with EINS,Might be,No,No,Dual Specialization Student,Other Metro Cities,01.High,02.Medium,18,13,No,Yes,Unsubscribed
fc87f39f-31fd-4345-b2e9-11b8f7b1e867,659928,Lead Import,Email,No,No,0,17,203,17.0,Modified,UAE,Media and Advertising,Word Of Mouth,Unemployed,,No,No,No,No,No,No,No,No,Busy,,No,No,Other Leads,Thane & Outskirts,02.Medium,02.Medium,12,16,No,No,Modified
10945422-9b51-4a2a-b403-765957f3da26,659927,API,Google,Yes,No,0,15,610,15.0,Olark Chat Conversation,India,Select,Reference,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Lateral Student,Mumbai,02.Medium,01.High,12,17,No,Yes,Unreachable
09a8db9c-b786-4ca6-8cca-cd600662799a,659926,Lead Add Form,Reference,No,No,0,3,64,3.0,Email Opened,Oman,Retail Management,Select,Unemployed,,No,No,No,No,No,No,No,No,Busy,Worst,No,No,Select,Thane & Outskirts,02.Medium,01.High,15,18,No,Yes,Email Opened
56e6c49e-647c-4f77-8b83-9fd73c7f6300,659925,Lead Import,Organic Search,No,No,0,12,1463,12.0,Email Opened,United States,Retail Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,High in Relevance,No,No,Dual Specialization Student,,,01.High,10,16,No,No,Email Opened
d2a50355-dc5f-4fd2-b00f-71a67d437072,659924,Lead Import,Olark Chat,No,No,1,4,1564,4.0,Email Link Clicked,Singapore,Business Administration,Other,Student,Flexibility & Convenience,No,No,No,No,No,No,No,No,Busy,Low in Relevance,No,No,Lateral Student,Other Cities of Maharashtra,01.High,02.Medium,16,16,No,No,Email Link Clicked
2c9afa19-1a06-41a5-9d59-fd9daa36f575,659923,Quick Add Form,Email,No,No,0,2,817,2.0,Modified,India,Finance Management,Reference,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,,No,No,Lateral Student,,01.High,02.Medium,17,15,No,No,Modified
64d144de-14af-43e7-a7c8-71f4ca5e2f95,659922,Lead Import,Referral Sites,No,Yes,0,11,1518,5.3,Page Visited on Website,United Kingdom,E-COMMERCE,Reference,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,,No,No,Other Leads,Other Cities of Maharashtra,,02.Medium,13,14,No,Yes,Page Visited on Website
6f04c53a-bc4c-4946-a7c4-5f4cd17e377a,659921,Quick Add Form,Direct Traffic,No,No,0,13,1575,13.0,Converted to Lead,United Kingdom,E-COMMERCE,Email,Other,Affordable Fees,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Other Leads,Mumbai,02.Medium,02.Medium,16,16,No,No,Page Visited on Website
cb1a8dd5-0f93-43ec-a3e3-f867edeb449c,659920,API,Reference,No,No,0,13,859,13.0,Unsubscribed,India,Human Resource Management,Multiple Sources,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14,15,No,No,Unsubscribed
fd4b6a1f-e23a-4b5c-8ed9-74df789abefc,659919,Landing Page Submission,YouTube,No,Yes,0,11,703,11.0,Page Visited on Website,Saudi Arabia,IT Projects Management,Online Search,Businessman,Quality Education,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Thane & Outskirts,02.Medium,01.High,14,18,No,No,Page Visited on Website
506ce607-9278-4eb1-ad6a-46b735e4204d,659918,Lead Add Form,Reference,No,No,0,1,653,5.44,Modified,Oman,Media and Advertising,Reference,,,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Lateral Student,,,02.Medium,12,16,No,No,Modified
812a7897-87f3-41fd-ab64-1b9b6f3a2a3c,659917,API,Direct Traffic,No,No,0,0,0,0.0,Olark Chat Conversation,Bahrain,Rural and Agribusiness,Other,Student,Flexibility & Convenience,No,No,No,No,No,No,No,No,opp hangup,High in Relevance,No,No,Dual Specialization Student,Other Cities,02.Medium,02.Medium,12,12,No,Yes,Olark Chat Conversation
2498000e-39c9-4e67-85e4-6a243b5f48e8,659916,Landing Page Submission,Olark Chat,No,No,1,17,1278,17.0,Email Opened,Oman,Select,Other,Working Professional,Affordable Fees,No,No,No,No,No,No,No,No,opp hangup,Low in Relevance,No,No,Dual Specialization Student,,02.Medium,01.High,13,17,No,No,Email Opened
b399df0d-9890-4be8-854b-8caeacd5d2b9,659915,Lead Add Form,Olark Chat,Yes,No,1,4,977,8.1,Email Opened,,IT Projects Management,Online Search,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,number not provided,Not Sure,No,No,Lateral Student,Other Cities of Maharashtra,02.Medium,02.Medium,14,13,No,No,Email Opened
2e6626fe-9418-4e20-a7ea-d561208f9e1d,659914,Lead Add Form,Organic Search,No,No,0,9,1536,9.0,Unreachable,Singapore,Hospitality Management,Reference,Other,,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Might be,No,No,Lateral Student,Thane & Outskirts,02.Medium,01.High,14,16,No,No,Unreachable
08844179-af52-4994-8510-97cee64feef7,659913,API,Facebook,Yes,No,0,3,1272,3.0,Email Link Clicked,United States,Supply Chain Management,Student of SomeSchool,Other,Flexibility & Convenience,No,No,No,No,No,No,No,No,Graduation in progress,Might be,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,02.Medium,13,14,No,No,Email Link Clicked
2dd0ffdf-8b8e-4574-893f-494eef32cb63,659912,Quick Add Form,YouTube,No,No,0,3,1716,3.0,SMS Sent,United States,Finance Management,Word Of Mouth,Other,Affordable Fees,No,No,No,No,No,No,No,No,switched off,Might be,No,No,,Other Cities of Maharashtra,02.Medium,02.Medium,13,15,No,Yes,Modified
e6dab6e6-60e2-453a-b994-8f9e62558fe5,659911,Lead Add Form,Direct Traffic,No,No,0,4,1258,4.0,View in browser link Clicked,United States,Services Excellence,Word Of Mouth,,Flexibility & Convenience,No,No,No,No,No,No,No,No,Graduation in progress,High in Relevance,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,01.High,13,17,No,No,Email Opened
0b3425a2-11f4-4b2c-9b99-7fd24a9ce1a4,659910,Quick Add Form,Direct Traffic,No,No,0,11,273,11.0,Had a Phone Conversation,United Kingdom,"Banking, Investment And Insurance",Online Search,Unemployed,,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Lateral Student,,02.Medium,03.Low,16,13,No,No,Unreachable
3dc2105f-b34c-4993-b7e6-c936b71fb5a2,659909,API,Facebook,No,Yes,0,9,622,9.0,Converted to Lead,Bahrain,Marketing Management,Select,Businessman,Affordable Fees,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,02.Medium,02.Medium,12,14,No,No,Modified
28cd36c5-4e54-458d-bb07-b70622cc1cad,659908,Landing Page Submission,Referral Sites,No,No,0,17,1583,17.0,Email Opened,United States,Healthcare Management,Select,Other,Flexibility & Convenience,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Potential Lead,,02.Medium,01.High,16,16,No,No,Email Opened
6cc67e53-718c-497d-ac02-63cb7604ca50,659907,Quick Add Form,Reference,No,No,0,5,1411,8.07,View in browser link Clicked,Oman,Supply Chain Management,Online Search,Other,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Worst,No,No,Lateral Student,Select,01.High,01.High,16,15,No,No,Page Visited on Website
535a584e-aa1b-4481-8384-a05aa4dce38a,659906,Landing Page Submission,Olark Chat,No,No,0,14,238,14.0,SMS Sent,Qatar,Marketing Management,Other,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,opp hangup,High in Relevance,Yes,No,Potential Lead,,01.High,01.High,15,17,No,No,Olark Chat Conversation
7469d273-399f-4e9e-9397-0835e87cc578,659905,API,Welingak Website,No,No,1,12,832,12.0,View in browser link Clicked,Oman,E-COMMERCE,Email,Working Professional,Affordable Fees,No,No,No,No,No,No,No,No,number not provided,Low in Relevance,No,No,Dual Specialization Student,Other Cities,02.Medium,02.Medium,16,15,No,No,Page Visited on Website
d95369bc-4315-4fd5-a179-c2b12a24e7ab,659904,Lead Import,Organic Search,No,No,1,9,769,9.0,Unsubscribed,Singapore,International Business,Email,,,No,No,No,No,No,No,No,No,,,No,No,Select,,02.Medium,03.Low,16,11,No,No,Unsubscribed
3366299d-6651-48f3-810a-1d25cb49c816,659903,Lead Import,YouTube,No,No,0,14,602,14.0,Modified,Singapore,Select,Reference,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Select,Other Cities of Maharashtra,03.Low,01.High,13,16,No,No,Modified
01860136-8500-4743-a360-8147a3745056,659902,Lead Import,Referral Sites,No,No,0,5,36,5.0,Unsubscribed,India,Marketing Management,Email,Other,,No,No,No,No,No,No,No,No,switched off,Might be,No,Yes,Other Leads,Other Cities,02.Medium,03.Low,15,12,No,Yes,Unsubscribed
6b31b601-a2c4-45ed-9a46-8e6cb71bdd04,659901,Lead Add Form,Organic Search,No,No,1,1,1146,1.0,Unreachable,Singapore,Select,Select,Student,,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,,,01.High,02.Medium,16,15,No,No,Unreachable
8c99ec9c-a144-42d7-8764-196fd9e1786b,659900,Quick Add Form,Referral Sites,No,No,0,7,1088,7.0,Form Submitted on Website,UAE,Rural and Agribusiness,Online Search,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,Ringing,,No,No,Lateral Student,Other Cities of Maharashtra,02.Medium,02.Medium,12,13,No,No,Page Visited on Website
92b57d23-ddeb-4be7-9f1d-fb3e52a078a2,659899,Landing Page Submission,Olark Chat,No,No,0,14,1737,14.0,Had a Phone Conversation,Saudi Arabia,Media and Advertising,Online Search,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,,,01.High,10,15,No,Yes,Unreachable
5b9e32c5-f092-4e0f-816f-557b2f46b227,659898,API,Referral Sites,No,No,0,13,839,7.67,Email Bounced,Oman,E-COMMERCE,Online Search,Businessman,,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Potential Lead,Other Cities of Maharashtra,01.High,01.High,15,17,No,Yes,Page Visited on Website
0abc5dcb-c365-43fe-8129-1db60877f204,659897,Lead Import,YouTube,No,No,0,1,1706,5.58,Email Opened,UAE,Media and Advertising,Word Of Mouth,Other,Quality Education,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Not Sure,No,No,Lateral Student,Other Cities of Maharashtra,01.High,01.High,16,18,No,Yes,Email Opened
338f868e-4ddc-48fb-a735-29d18d8160c1,659896,Quick Add Form,Google,No,No,0,16,1727,16.0,SMS Sent,Bahrain,Media and Advertising,Other,,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Worst,No,No,Potential Lead,Thane & Outskirts,02.Medium,,16,13,No,No,Olark Chat Conversation
97352698-22b2-4767-85c3-b05f6771ecf6,659895,API,Organic Search,No,No,1,14,933,4.08,Olark Chat Conversation,Singapore,IT Projects Management,Multiple Sources,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Dual Specialization Student,,02.Medium,,14,16,No,Yes,Email Opened
b910c76e-da93-4d20-822a-1f1ca6961392,659894,Landing Page Submission,Olark Chat,No,No,0,12,954,8.08,SMS Sent,Bahrain,IT Projects Management,Other,Working Professional,Quality Education,No,No,No,No,No,No,No,No,,Worst,No,No,,Other Cities of Maharashtra,02.Medium,02.Medium,15,14,No,No,Page Visited on Website
7a4526b8-a92e-4e57-9ed9-b1d69049133e,659893,Lead Add Form,YouTube,No,No,0,9,1450,9.0,Form Submitted on Website,India,Select,Other,Businessman,,No,No,No,No,No,No,No,No,Ringing,Not Sure,Yes,No,Potential Lead,Mumbai,02.Medium,03.Low,14,12,No,No,Page Visited on Website
9a895e97-1025-4961-9749-ed1a3d9575d8,659892,Lead Add Form,Google,No,No,0,2,1545,2.0,Email Link Clicked,United States,"Banking, Investment And Insurance",Student of SomeSchool,Student,,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,,03.Low,01.High,13,16,No,No,Email Link Clicked
c6515a1f-7411-41eb-bee6-4adce8e42990,659891,API,Google,No,No,0,3,635,3.0,Converted to Lead,Qatar,Media and Advertising,Reference,Other,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Other Leads,Other Cities,03.Low,01.High,9,16,No,No,Modified
0d49a408-c6fc-48c8-bb6e-676eadedfb0a,659890,Landing Page Submission,Direct Traffic,No,No,0,0,0,0.0,Email Bounced,,E-COMMERCE,Other,,Affordable Fees,No,No,No,No,No,No,No,No,in touch with EINS,Worst,No,No,,,03.Low,02.Medium,10,13,No,No,Email Opened
587d9e48-bc12-4d15-84f9-872704076f31,659889,API,Facebook,No,No,0,17,1555,17.0,Form Submitted on Website,,"Banking, Investment And Insurance",Select,,Flexibility & Convenience,No,No,No,No,No,No,No,No,Busy,,No,No,Select,Thane & Outskirts,01.High,01.High,18,17,No,Yes,Email Opened
adf38585-59bd-4383-ba1c-c4c4d76c7e3c,659888,Quick Add Form,Reference,No,No,0,2,1215,2.0,View in browser link Clicked,,Hospitality Management,Reference,Unemployed,Affordable Fees,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Lateral Student,Other Cities of Maharashtra,02.Medium,02.Medium,12,15,No,No,Email Opened
52fffb0f-8051-49f7-b874-170a2d04d454,659887,Quick Add Form,Direct Traffic,No,No,0,9,1692,5.2,Form Submitted on Website,Oman,Rural and Agribusiness,Reference,Working Professional,,No,No,No,No,No,No,No,No,Graduation in progress,Might be,No,No,Dual Specialization Student,Other Metro Cities,,02.Medium,17,15,No,No,Page Visited on Website
fd5c47de-53e1-4495-a3ab-0ff0e604871c,659886,API,Reference,No,No,0,5,917,5.0,View in browser link Clicked,UAE,Supply Chain Management,Select,Other,Affordable Fees,No,No,No,No,No,No,No,No,,Worst,No,No,Select,,03.Low,01.High,13,15,No,No,Email Opened
dfb77671-4615-44e3-9cb9-6e2368c2ecee,659885,API,Direct Traffic,No,No,0,8,1217,8.0,Modified,Bahrain,Marketing Management,Select,,Flexibility & Convenience,No,No,No,No,No,No,No,No,opp hangup,High in Relevance,No,No,,,02.Medium,01.High,12,18,No,Yes,Modified
f1172b13-6156-4237-a262-7ff6af7656fe,659884,Lead Import,Direct Traffic,Yes,Yes,0,3,950,3.0,Olark Chat Conversation,India,Healthcare Management,Other,,,No,No,No,No,No,No,No,No,in touch with EINS,Not Sure,No,No,Dual Specialization Student,Other Cities,02.Medium,,15,12,No,No,Email Opened
e13cd636-39de-4d86-82f7-283f47451275,659883,Quick Add Form,Google,No,No,0,7,92,7.0,Page Visited on Website,UAE,Business Administration,Reference,,,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Select,Other Cities,02.Medium,02.Medium,16,15,No,No,Page Visited on Website
bcc94ac4-2a14-488a-bd4f-111d52919c40,659882,API,Google,No,No,1,3,762,3.0,Unreachable,United Kingdom,Select,Student of SomeSchool,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,,,No,No,Select,Thane & Outskirts,01.High,01.High,18,18,No,No,Unreachable
ae2f20bf-5bae-4b4a-9cae-c67525d638e1,659881,Landing Page Submission,Welingak Website,No,Yes,1,9,1078,9.0,Email Bounced,Bahrain,Business Administration,Multiple Sources,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,Will revert after reading the email,Worst,No,No,Other Leads,,02.Medium,01.High,16,16,No,No,Modified
4e69235f-28f3-4745-8f97-c308e4f664c7,659880,Lead Add Form,Direct Traffic,No,No,0,14,603,6.78,Modified,Saudi Arabia,Select,Word Of Mouth,Businessman,Quality Education,No,No,No,No,No,No,No,No,,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,14,15,No,No,Modified
d191038d-b729-4b13-bffa-1520df02ab46,659879,Lead Import,Reference,No,No,0,8,1074,8.0,Form Submitted on Website,Qatar,Services Excellence,Other,,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Potential Lead,Other Cities,01.High,01.High,15,18,No,No,Page Visited on Website
35da89bb-2cd4-4d56-89da-91afbf13b848,659878,API,Facebook,No,No,0,4,593,4.0,Converted to Lead,Oman,Supply Chain Management,Reference,,Affordable Fees,No,No,No,No,No,No,No,No,,High in Relevance,No,No,,,01.High,03.Low,18,12,No,No,Unreachable
7ff31529-374c-4da8-ab15-4267cae9b334,659877,Landing Page Submission,Referral Sites,Yes,No,1,13,82,13.0,Modified,Saudi Arabia,Marketing Management,Reference,Other,Affordable Fees,No,No,No,No,No,No,No,No,in touch with EINS,High in Relevance,No,No,Select,Other Metro Cities,02.Medium,01.High,16,16,No,No,Modified
51ea00a1-af78-470f-af86-b1e59829bdb5,659876,Lead Add Form,Olark Chat,No,No,0,6,693,3.54,Email Link Clicked,Qatar,Supply Chain Management,Reference,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Thane & Outskirts,02.Medium,02.Medium,15,15,No,Yes,Email Link Clicked
a7811017-3c57-49cd-8380-b70c533130e9,659875,Lead Import,Reference,No,No,0,9,1216,9.0,SMS Sent,,Human Resource Management,Word Of Mouth,Working Professional,Affordable Fees,No,No,No,No,No,No,No,No,Already a student,,No,No,,Other Cities,03.Low,02.Medium,11,14,No,No,Olark Chat Conversation
67507daa-8fbf-42a0-8b01-f3c600c31129,659874,Landing Page Submission,Organic Search,No,No,0,0,0,0.0,Email Link Clicked,Bahrain,Services Excellence,Email,,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,16,16,No,No,Email Link Clicked
f67f7780-f28b-452d-89e5-ba6faef17e3a,659873,Lead Import,Google,No,No,0,16,985,16.0,SMS Sent,United States,"Banking, Investment And Insurance",Student of SomeSchool,Other,Quality Education,No,No,No,No,No,No,No,No,switched off,High in Relevance,No,No,,Mumbai,02.Medium,02.Medium,13,13,No,Yes,Page Visited on Website
30d77d30-96aa-43a7-9f73-8295e4e95510,659872,API,Direct Traffic,No,No,0,17,862,17.0,Had a Phone Conversation,United States,Marketing Management,Student of SomeSchool,Businessman,Quality Education,No,No,No,No,No,No,No,No,Ringing,Low in Relevance,No,No,Dual Specialization Student,Other Cities,03.Low,02.Medium,13,16,No,Yes,Olark Chat Conversation
e0b7d067-eb64-4d8c-ae1f-fefab88b0b51,659871,API,Facebook,Yes,No,0,11,159,2.19,Unreachable,Singapore,Supply Chain Management,Other,Working Professional,,No,No,No,No,No,No,No,No,opp hangup,High in Relevance,No,No,,,02.Medium,01.High,15,17,No,Yes,Unreachable
b534d6ce-d75e-4465-881d-ca4e1c070f6f,659870,API,Welingak Website,No,No,0,7,555,7.0,Converted to Lead,United Kingdom,Rural and Agribusiness,Word Of Mouth,,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Other Leads,Select,03.Low,02.Medium,13,16,No,Yes,Unreachable
bb9f2fc8-59fb-4eef-82ab-6011e9ede31c,659869,Quick Add Form,Email,Yes,No,0,9,1328,8.07,Page Visited on Website,Kuwait,Human Resource Management,Word Of Mouth,,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,,02.Medium,02.Medium,16,13,No,No,Page Visited on Website
64386164-1bc3-4b4e-9e5c-8c9fca0b49ee,659868,Lead Import,YouTube,No,No,0,9,447,4.87,Email Opened,United Kingdom,Human Resource Management,Select,,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),High in Relevance,No,No,,Thane & Outskirts,02.Medium,02.Medium,14,12,No,Yes,Email Opened
043bf7b4-956f-4179-956c-ad90ef397818,659867,Lead Import,Direct Traffic,No,No,0,14,164,14.0,Had a Phone Conversation,United States,Rural and Agribusiness,Word Of Mouth,Businessman,Quality Education,No,No,No,No,No,No,No,No,Busy,High in Relevance,Yes,No,Other Leads,,02.Medium,01.High,16,16,No,No,Unreachable
b16ee0fe-dc8c-4aee-ad8a-f60999f2dcf8,659866,Quick Add Form,Organic Search,No,No,0,3,778,3.0,Converted to Lead,Bahrain,Business Administration,Other,Other,Affordable Fees,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Lateral Student,Other Cities of Maharashtra,,02.Medium,12,14,No,No,Unreachable
7a3ccb9d-656a-42ca-affd-54577e889cb7,659865,Landing Page Submission,Google,No,No,0,5,706,5.0,Form Submitted on Website,Saudi Arabia,Marketing Management,Multiple Sources,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,,Not Sure,No,No,,Select,01.High,02.Medium,18,12,No,Yes,Page Visited on Website
a01d6cbe-91b9-4ec9-92b4-c93dd9d4f08e,659864,API,YouTube,No,No,0,4,992,4.0,SMS Sent,,Operations Management,Word Of Mouth,,Quality Education,No,No,No,No,No,No,No,No,in touch with EINS,Might be,No,No,Lateral Student,Mumbai,02.Medium,01.High,12,16,No,Yes,Modified
b4b637b3-b62f-4a4d-8e62-9487f1cc646e,659863,Lead Add Form,Organic Search,No,No,0,11,1407,11.0,Converted to Lead,Bahrain,Rural and Agribusiness,Word Of Mouth,Student,Quality Education,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Select,Other Cities of Maharashtra,03.Low,02.Medium,10,16,No,No,Email Opened
744203ed-3e16-4ce2-b437-9b5ea7ddc120,659862,Quick Add Form,Direct Traffic,No,No,1,13,184,13.0,Unsubscribed,Oman,Rural and Agribusiness,Online Search,Unemployed,Affordable Fees,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Lateral Student,Select,02.Medium,01.High,12,15,No,Yes,Unsubscribed
88f14e55-cc90-4681-adf6-22c630d7424b,659861,Quick Add Form,Email,No,No,0,15,495,15.0,Unsubscribed,Saudi Arabia,Marketing Management,Multiple Sources,Businessman,Quality Education,No,No,No,No,No,No,No,No,number not provided,Low in Relevance,No,No,Lateral Student,Other Cities of Maharashtra,02.Medium,01.High,15,18,No,No,Unsubscribed
d1693fdd-373e-4be7-b844-bc9e129e803d,659860,Lead Add Form,Referral Sites,No,No,0,1,1725,1.0,Email Link Clicked,Singapore,Select,Word Of Mouth,,Affordable Fees,No,No,No,No,No,No,No,No,switched off,Low in Relevance,No,No,Dual Specialization Student,Other Cities,02.Medium,02.Medium,14,13,No,No,Email Link Clicked
58fdd21a-afcc-4615-8cf0-ef204940daab,659859,API,Organic Search,No,No,0,9,916,9.0,Converted to Lead,India,International Business,Email,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,High in Relevance,No,No,Other Leads,Select,01.High,,16,10,No,No,Modified
ae167263-e3ad-4f2a-8100-b1cdbbe1dd1a,659858,Lead Add Form,YouTube,No,No,0,11,1274,11.0,Unsubscribed,United States,Finance Management,Online Search,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,Select,Mumbai,01.High,01.High,15,15,No,No,Unsubscribed
313be1dd-264f-4fc6-b8a5-bcd86ae0fa7c,659857,Landing Page Submission,Reference,Yes,No,1,6,1740,6.0,Unsubscribed,Qatar,Rural and Agribusiness,Student of SomeSchool,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,,Mumbai,02.Medium,02.Medium,14,16,No,No,Unsubscribed
bcbeefdb-de39-4a98-bcf1-b39c91717451,659856,Quick Add Form,Direct Traffic,No,No,0,4,42,4.0,Page Visited on Website,,Supply Chain Management,Select,Student,Quality Education,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),High in Relevance,No,No,Other Leads,Mumbai,01.High,02.Medium,16,15,No,No,Page Visited on Website
514ba245-6c17-4841-b6c2-163d8353f6e6,659855,Landing Page Submission,Olark Chat,Yes,Yes,0,17,942,17.0,View in browser link Clicked,Kuwait,Marketing Management,Email,Working Professional,,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,01.High,12,15,No,No,Modified
78acd6c9-b191-4ffd-b438-d2b60a5659de,659854,Lead Import,YouTube,No,No,0,1,1554,1.19,Form Submitted on Website,,Select,Other,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,in touch with EINS,Worst,No,No,Other Leads,Other Cities,02.Medium,03.Low,14,13,No,Yes,Unreachable
